LeftBreakpoint,RightBreakpoint,LeftStrand,RightStrand,Chromosome_Feature,Same_Strand,Reciprocal_Fusion,Splice_Site,Splice_Pattern_Class,Left_Exon,Right_Exon,5_loc,3_loc,5_gene_start,5_gene_end,5_gene_length,3_gene_start,3_gene_end,3_gene_length,alternate_junction_count,alternative_junction,exon_count5,exon_count3,label
102460773,99861921,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,12,4,E,E,102314488,102511152,196665,99858709,99871570,12862,1,No,30,6,1
39836729,984254,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,3,S,E,39687030,39836918,149889,903634,1020984,117351,1,No,37,11,1
59001861,76705814,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,13,2,E,E,58755172,59470199,715028,76670130,76778376,108247,1,No,24,13,1
88036451,79245505,+,+,Interchromosomal,Yes,No,GT-GC,NonCanonicalPattern,11,9,E,S,87928153,88062191,134039,78133551,79246564,1113014,1,No,20,9,1
10254442,16344304,-,+,Intrachromosomal,No,No,GG-GG,NonCanonicalPattern,28,11,S,S,10244022,10305755,61734,16308665,16346156,37492,1,No,40,13,1
29678546,50954876,+,+,Intrachromosomal,Yes,No,GT-GC,NonCanonicalPattern,6,2,E,S,29664017,29696515,32499,50946645,50961916,15272,1,No,15,20,1
43310414,20709594,-,+,Interchromosomal,No,No,GG-GC,NonCanonicalPattern,7,2,S,S,43303808,43337181,33374,20522197,20833881,311685,1,No,10,16,1
47755295,47799956,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,3,S,E,47676246,47755525,79280,47787687,47841518,53832,2,Yes,11,8,1
42798588,38826110,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,5,11,E,S,42752033,42885682,133650,38758753,38831430,72678,1,No,22,13,1
7108293,8097700,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,1,2,E,E,7108188,7251694,143507,8073593,8102828,29236,1,No,13,4,1
69925836,72265850,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,4,2,E,S,69864129,69973562,109434,72233539,72318095,84557,1,No,10,18,1
70163606,46211927,+,+,Interchromosomal,Yes,No,GT-GG,NonCanonicalPattern,6,2,E,S,69063905,70257885,1193981,46130657,46285616,154960,1,No,18,23,1
9833330,6537718,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,2,3,S,E,9789079,9884550,95472,6526152,6580069,53918,1,No,19,22,1
10746191,11241957,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,14,18,E,S,10713121,10755235,42115,11200057,11244506,44450,1,No,22,18,1
97529419,97544230,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,12,3,S,E,97525473,97535735,10263,97541619,97652301,110683,2,Yes,15,5,1
52273008,52242099,-,+,Intrachromosomal,No,No,GG-GG,NonCanonicalPattern,1,8,S,S,52262626,52273183,10558,52232116,52248343,16228,1,No,9,11,1
56365031,29448431,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,6,19,E,E,56360556,56366568,6013,29415640,30144432,728793,1,No,7,29,1
79685975,56287637,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,4,S,E,79550549,79686348,135800,55562531,56561051,998521,1,No,32,35,1
24315957,26940641,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,3,2,S,E,24313554,24322019,8466,26921714,26986089,64376,1,No,4,7,1
32832399,31106915,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,1,2,E,S,32832137,32898584,66448,31079838,31149537,69700,1,No,19,8,1
131771385,131403218,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,10,2,S,E,131770313,131790579,20267,131395940,131419129,23190,1,No,11,9,1
32173916,37944627,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,6,S,E,32124824,32174425,49602,37921198,38020441,99244,1,No,4,8,1
62232145,61920975,+,+,Intrachromosomal,Yes,No,GT-GT,NonCanonicalPattern,4,11,E,S,62208149,62629592,421444,61542946,61928460,385515,2,Yes,43,11,1
132403929,117461952,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,24,9,E,S,132379279,132407696,28418,117348761,117468953,120193,1,No,28,11,1
46098305,12811672,-,+,Interchromosomal,No,No,GG-GC,NonCanonicalPattern,5,5,S,S,45950870,46142985,192116,12391583,12871735,480153,1,No,18,10,1
153598796,155210971,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,2,1,S,E,153591275,153606568,15294,155204243,155214488,10246,1,No,3,11,1
31840086,39787445,-,+,Intrachromosomal,No,No,GG-GG,NonCanonicalPattern,1,2,S,S,31765851,31840190,74340,39786965,39789312,2348,1,No,2,5,1
153085627,68677728,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,11,7,E,S,152870084,153193429,323346,68665124,68710628,45505,1,No,16,19,1
13590708,8574423,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,1,2,E,S,13590625,13679922,89298,8543511,8609806,66296,1,No,17,6,1
21269941,19433101,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,1,18,E,S,21269562,21535030,265469,19321545,19450914,129370,1,No,74,21,1
10865810,14576843,-,+,Intrachromosomal,No,No,TG-GA,NonCanonicalPattern,5,2,S,S,10851676,10875953,24278,14518611,14651697,133087,1,No,10,15,1
151655921,151212431,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,8,10,E,S,151584662,151671559,86898,151171021,151222007,50987,1,No,12,14,1
71212494,16713472,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,11,3,E,E,71123107,71270875,147769,16701307,16761024,59718,1,No,21,4,1
89487246,89311839,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,8,5,E,S,89419476,89507462,87987,89264223,89313168,48946,2,Yes,12,5,1
88940249,65456356,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,12,7,S,E,88902648,88969369,66722,65444406,65515116,70711,1,No,27,10,1
93300470,93657557,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,4,5,E,S,93297594,93307481,9888,93645920,93744270,98351,2,Yes,8,28,1
1132297,5443050,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,7,2,E,E,1102776,1178237,75462,5435061,5446793,11733,1,No,14,4,1
33313150,18672846,+,+,Interchromosomal,Yes,No,GT-GG,NonCanonicalPattern,3,2,E,S,33307538,33332088,24551,18668604,18680188,11585,1,No,20,5,1
54868297,36960496,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,3,2,E,E,54863673,54886936,23264,36942493,36982990,40498,1,No,8,4,1
75758133,123239535,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,1,16,E,E,75757872,75879918,122047,123237844,123357972,120129,1,No,22,16,1
62567849,2639483,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,10,12,S,E,62559598,62572964,13367,2639041,2644843,5803,1,No,21,12,1
74405788,74005503,-,-,Intrachromosomal,Yes,No,TG-AG,NonCanonicalPattern,1,2,S,E,74383211,74405995,22785,73989325,74007284,17960,1,No,6,9,1
59953522,59806792,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,2,17,E,S,59951161,59972081,20921,59655399,59836471,181073,1,No,7,26,1
102134228,110448832,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,6,3,E,E,101846905,102517958,671054,110421022,110501207,80186,1,No,16,10,1
34785963,34046125,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,12,3,E,S,34700348,34820721,120374,34043150,34099803,56654,1,No,19,35,1
32914880,32874842,+,+,Intrachromosomal,Yes,Yes,GT-GC,NonCanonicalPattern,1,6,E,S,32914792,33001816,87025,32851489,32876124,24636,1,No,13,6,1
120220844,45007621,+,+,Interchromosomal,Yes,No,GT-GG,NonCanonicalPattern,2,2,E,S,120220610,120257913,37304,45003685,45010357,6673,1,No,5,4,1
115469875,129519922,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,5,3,E,S,115420727,115628978,208252,129240523,129522327,281805,1,No,7,3,1
64453335,35735933,+,+,Intrachromosomal,Yes,No,GT-GC,NonCanonicalPattern,19,6,E,S,64319683,64693167,373485,35591776,35743271,151496,1,No,116,8,1
71789348,150429764,+,+,Interchromosomal,Yes,No,GT-GG,NonCanonicalPattern,1,8,E,S,71789089,71870120,81032,150336990,150449042,112053,1,No,23,11,1
78190831,77987408,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,2,2,S,E,78183079,78194199,11121,77913819,78009647,95829,1,No,8,12,1
151198962,110600724,+,+,Interchromosomal,Yes,No,GT-GG,NonCanonicalPattern,4,11,E,S,151186691,151423023,236333,110562140,110656600,94461,1,No,28,12,1
111940790,88883055,+,+,Interchromosomal,Yes,No,GT-GA,NonCanonicalPattern,19,5,E,S,111767624,111958081,190458,88852012,88904804,52793,1,No,20,12,1
20212367,135371785,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,2,S,E,20100935,20212670,111736,135281516,135376036,94521,1,No,13,5,1
98931350,56680429,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,4,2,E,E,98909409,98942735,33327,56665483,56694175,28693,1,No,6,11,1
152623004,153332897,-,-,Intrachromosomal,Yes,Yes,GG-AG,NonCanonicalPattern,91,5,S,E,152442822,152958534,515713,153332026,153452389,120364,1,No,146,5,1
67718965,27905129,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,1,11,E,E,67718886,67752301,33416,27879481,27941388,61908,1,No,7,19,1
46862285,26116714,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,13,3,S,E,46839593,46894469,54877,26083792,26127555,43764,1,No,16,27,1
25236053,7267907,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,1,2,E,E,25235653,25280831,45179,7112266,7294011,181746,1,No,10,22,1
77511879,134086449,-,+,Intrachromosomal,No,No,GG-GA,NonCanonicalPattern,7,4,S,S,77298150,77590528,292379,134074206,134087847,13642,1,No,27,4,1
58022879,61723394,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,14,3,E,S,57970443,58027787,57345,61699801,61773670,73870,1,No,15,16,1
17825999,128718833,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,16,2,S,E,17760585,17987799,227215,128289924,128841870,551947,1,No,39,30,1
222428451,228102684,-,+,Intrachromosomal,No,No,GG-GG,NonCanonicalPattern,3,2,S,S,222282747,222437010,154264,228029281,228179507,150227,1,No,18,51,1
213403173,79681983,-,+,Interchromosomal,No,No,GG-GG,NonCanonicalPattern,1,2,S,S,212240442,213403352,1162911,79679371,79688042,8672,1,No,28,11,1
10870487,10736929,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,2,2,E,S,10828755,10942579,113825,10713121,10755235,42115,2,Yes,21,22,1
184943434,64457948,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,5,S,E,184760166,184943682,183517,64373646,64490660,117015,1,No,14,23,1
61262418,61170563,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,7,7,E,S,61254534,61266433,11900,61144144,61172318,28175,1,No,8,7,1
4401233,6387612,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,5,S,E,4390252,4401300,11049,6354583,6459877,105295,1,No,5,20,1
147013444,70049593,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,1,10,E,E,147013182,147098017,84836,70047389,70093196,45808,1,No,10,10,1
141278837,140157489,+,+,Interchromosomal,Yes,No,GT-GG,NonCanonicalPattern,9,5,E,S,141205926,141331197,125272,140149759,140168000,18242,1,No,24,13,1
45315547,45059429,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,1,7,E,S,45315341,45367039,51699,45028560,45060025,31466,1,No,9,7,1
129513998,102124498,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,12,4,E,S,129204286,129837711,633426,101846905,102517958,671054,1,No,64,17,1
138223331,137420187,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,9,3,E,S,138089107,138270723,181617,137419774,137427199,7426,1,No,18,6,1
40763762,42647298,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,3,9,E,S,40752213,40769815,17603,42539728,42648524,108797,1,No,5,9,1
1402307,675432,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,3,4,E,S,1401932,1413352,11421,640176,679272,39097,1,No,11,6,1
131241019,56287637,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,4,S,E,131185021,131241376,56356,55562531,56561051,998521,1,No,8,37,1
35627642,38068750,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,9,2,S,E,35441927,35766902,324976,38060848,38074903,14056,1,No,55,8,1
5978072,51379728,-,+,Intrachromosomal,No,No,GG-GG,NonCanonicalPattern,1,3,S,S,5916150,5978320,62171,51376689,51383823,7135,1,No,17,5,1
91509369,77522925,-,+,Intrachromosomal,No,No,GG-GA,NonCanonicalPattern,2,3,S,S,91502021,91510016,7996,77428109,77586821,158713,1,No,3,18,1
102134228,110448832,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,6,3,E,E,101846905,102517958,671054,110421022,110501207,80186,1,No,17,10,1
88068105,88242672,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,2,10,S,E,88026760,88070941,44182,88237744,88799134,561391,1,No,4,10,1
130742271,76255303,-,+,Interchromosomal,No,No,GG-GG,NonCanonicalPattern,1,19,S,S,130702861,130742495,39635,76156069,76262589,106521,1,No,11,21,1
49133773,35771356,-,+,Intrachromosomal,No,No,GG-GG,NonCanonicalPattern,3,2,S,S,49039535,49198226,158692,35767312,35837226,69915,1,No,29,11,1
57552421,58114189,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,11,14,E,S,57522282,57607142,84861,58087886,58115340,27455,1,No,89,15,1
122233604,40350899,-,+,Interchromosomal,No,No,GG-GG,NonCanonicalPattern,1,4,S,S,122140748,122233786,93039,40337469,40356973,19505,1,No,15,5,1
122377009,71158780,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,2,2,S,E,121958478,122526554,568077,71145457,71159477,14021,1,No,30,9,1
38854679,38245468,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,1,2,E,S,38854505,38962780,108276,38244020,38266061,22042,1,No,21,10,1
86414100,72810408,-,+,Interchromosomal,No,No,GG-GA,NonCanonicalPattern,4,2,S,S,86354336,86432752,78417,72766667,72878896,112230,1,No,13,14,1
47956307,49068077,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,8,11,S,E,47892180,48130769,238590,49067142,49131504,64363,1,No,19,11,1
48819092,48652904,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,5,8,E,S,48796977,48830072,33096,48638449,48704542,66094,1,No,10,23,1
4400321,3496884,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,2,S,E,4360367,4400471,40105,3490819,3500938,10120,1,No,10,5,1
1207202,10473333,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,1,10,E,E,1205798,1228434,22637,10461204,10491248,30045,1,No,10,25,1
102472600,100055772,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,13,6,E,E,102314488,102511152,196665,100016938,100106480,89543,1,No,30,23,1
45000952,40791681,-,+,Intrachromosomal,No,No,GG-GA,NonCanonicalPattern,16,2,S,S,44902058,45307711,405654,40787250,40872906,85657,1,No,21,55,1
3774546,176662822,-,+,Interchromosomal,No,Yes,GG-GC,NonCanonicalPattern,11,7,S,S,3696240,3818892,122653,176560080,176727214,167135,2,Yes,33,24,1
47755295,38487109,-,+,Intrachromosomal,No,No,GG-GC,NonCanonicalPattern,1,2,S,S,47676246,47755525,79280,38465446,38513895,48450,1,No,12,9,1
36231771,35896008,-,-,Intrachromosomal,Yes,Yes,AG-AG,NonCanonicalPattern,6,2,S,E,36160098,36421595,261498,35888782,35987382,98601,1,No,9,4,1
3862124,3756554,-,-,Intrachromosomal,Yes,Yes,GG-AG,NonCanonicalPattern,1,13,S,E,3848208,3862213,14006,3696240,3818892,122653,1,No,2,32,1
46423267,45992678,-,+,Intrachromosomal,No,No,GG-GA,NonCanonicalPattern,4,2,S,S,46210802,46507594,296793,45973516,46006323,32808,1,No,13,7,1
150720253,154519885,-,+,Intrachromosomal,No,No,GG-GA,NonCanonicalPattern,7,12,S,S,150702551,150738305,35755,154474695,154520623,45929,1,No,8,12,1
27224544,27235899,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,12,S,E,27206357,27224715,18359,27232271,27278508,46238,1,No,11,15,1
72167802,51863398,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,4,12,E,S,72148658,72181150,32493,51818594,51902980,84387,1,No,7,22,1
35651053,35335410,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,17,3,S,E,35626178,35724410,98233,35280169,35374481,94313,1,No,21,16,1
80408576,1048894,-,+,Interchromosomal,No,No,GG-GG,NonCanonicalPattern,1,17,S,S,80400519,80408694,8176,1040102,1065571,25470,1,No,6,47,1
46543187,27423933,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,3,28,S,E,46505812,46598708,92897,27400528,27507407,106880,1,No,10,41,1
73592980,73664596,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,12,2,E,S,73584139,73622564,38426,73663399,73704139,40741,1,No,61,11,1
6240201,18724744,-,+,Interchromosomal,No,No,GG-GC,NonCanonicalPattern,7,5,S,S,6232564,6255941,23378,18568556,18744561,176006,1,No,12,6,1
205290526,202936026,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,2,S,E,205271191,205290883,19693,202931001,202936404,5404,1,No,7,9,1
104313636,50750751,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,5,S,E,104200088,104313927,113840,50709152,50778947,69796,1,No,17,10,1
72263370,11272827,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,7,2,E,E,72053003,72437804,384802,11155663,11683821,528159,1,No,25,13,1
50782722,48461036,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,14,2,E,E,50716579,50793277,76699,48431629,48470558,38930,1,No,20,17,1
44696759,43579155,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,2,2,S,E,44639557,44708731,69175,43562628,43583107,20480,1,No,5,14,1
213914437,22069457,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,5,11,S,E,213864408,214016333,151926,22066839,22178307,111469,1,No,8,12,1
160018671,121726008,-,-,Intrachromosomal,Yes,No,AG-AG,NonCanonicalPattern,12,2,S,E,159974788,160117320,142533,121706170,121741030,34861,1,No,20,7,1
33555690,30054753,-,+,Intrachromosomal,No,No,GG-GG,NonCanonicalPattern,1,5,S,S,33469498,33555794,86297,30017491,30055097,37607,1,No,15,5,1
234561419,235311762,-,-,Intrachromosomal,Yes,No,AG-AG,NonCanonicalPattern,20,6,S,E,234527059,234614849,87791,235294949,235324571,29623,2,Yes,30,11,1
235409735,233113909,-,+,Intrachromosomal,No,No,TG-GG,NonCanonicalPattern,7,5,S,S,235330210,235491532,161323,233086370,233114219,27850,1,No,24,5,1
49335923,49344567,-,-,Intrachromosomal,Yes,No,CG-AG,NonCanonicalPattern,4,17,S,E,49316274,49339934,23661,49340355,49371858,31504,1,No,9,20,1
11447848,124395507,-,+,Interchromosomal,No,No,GG-GG,NonCanonicalPattern,2,37,S,S,11435093,11450321,15229,124320181,124403252,83072,1,No,5,40,1
13726728,121776324,+,+,Interchromosomal,Yes,No,GT-GG,NonCanonicalPattern,1,7,E,S,13726704,13764554,37851,121647820,121799794,151975,1,No,12,11,1
59352329,64389901,+,+,Interchromosomal,Yes,No,GT-GT,NonCanonicalPattern,6,2,E,S,59323823,59364060,40238,64356431,64424405,67975,1,No,8,15,1
35819171,10033790,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,7,3,E,E,35535953,35860848,324896,8314246,10612509,2298264,1,No,10,45,1
72403798,62782434,-,-,Intrachromosomal,Yes,No,CG-AG,NonCanonicalPattern,28,2,S,M,72396114,72463434,67321,62760296,62783311,23016,2,Yes,33,11,1
226068,55849823,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,2,16,E,E,180643,300577,119935,55562531,56561051,998521,1,No,14,32,1
30054501,79875843,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,8,2,E,E,29598748,30080084,481337,79869815,79876040,6226,1,No,14,10,1
66691955,32585467,-,+,Intrachromosomal,No,No,TG-GC,NonCanonicalPattern,3,6,S,S,66629905,66753755,123851,31497268,32622073,1124806,1,No,12,12,1
155566331,155252503,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,2,10,E,S,155555093,155713014,157922,154728426,155310489,582064,1,No,3,13,1
10765163,7579940,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,1,2,E,E,10764937,10803095,38159,7571720,7590863,19144,1,No,18,11,1
70132811,17304336,+,+,Interchromosomal,Yes,No,GT-GA,NonCanonicalPattern,1,2,E,S,70132631,70216984,84354,17298286,17353070,54785,1,No,11,14,1
132082041,80085139,+,+,Interchromosomal,Yes,No,GT-GG,NonCanonicalPattern,4,4,E,S,131240371,132206716,966346,79740126,80875905,1135780,1,No,8,18,1
4021700,3850023,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,1,2,E,S,4021569,4065217,43649,3849632,3851551,1920,1,No,15,2,1
23224484,116924995,+,+,Interchromosomal,Yes,No,GT-GG,NonCanonicalPattern,11,2,E,S,23194040,23228200,34161,116918231,117072975,154745,2,Yes,13,61,1
30870895,31366751,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,7,18,S,E,30845559,30907511,61953,31137345,33357726,2220382,1,No,11,35,1
19593304,2949050,+,+,Interchromosomal,Yes,No,GT-GG,NonCanonicalPattern,1,4,E,S,19592608,19675173,82566,2933196,2949383,16188,1,No,8,4,1
155039916,264722,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,3,4,E,E,155036213,155042029,5817,251524,271390,19867,1,No,4,11,1
67070658,194182965,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,3,2,E,E,67063050,67134961,71912,194123403,194188968,65566,2,Yes,6,32,1
49245867,183262928,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,2,S,E,49223539,49245957,22419,183217379,183387737,170359,1,No,17,11,1
27169700,27494039,-,-,Intrachromosomal,Yes,No,CG-AG,NonCanonicalPattern,1,2,S,E,27082996,27169841,86846,27400528,27507407,106880,3,Yes,4,41,1
45147299,1827410,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,7,S,E,45007655,45150701,143047,1813206,1857974,44769,1,No,3,14,1
120703420,120802558,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,5,S,E,120648250,120703563,55314,120779133,120806958,27826,1,No,11,15,1
31823168,36723533,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,8,4,E,E,31795539,31830172,34634,36677326,36783981,106656,1,No,9,41,1
29486111,56661961,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,3,19,E,E,29421995,29704695,282701,56634039,56769416,135378,1,No,58,33,1
59280267,63084840,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,1,43,E,S,59279865,59389254,109390,62939510,63136830,197321,1,No,14,56,1
32491913,31138372,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,8,7,E,E,32260185,32531141,270957,31133563,31320866,187304,1,No,10,8,1
45315547,55497903,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,1,6,E,E,45315341,45367039,51699,55495792,55582001,86210,1,No,9,6,1
30893954,57697000,-,-,Intrachromosomal,Yes,No,TG-AG,NonCanonicalPattern,3,2,S,E,30862486,30907448,44963,57647548,57704246,56699,1,No,17,22,1
157150555,162864505,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,2,2,E,E,157099086,157530402,431317,161768590,163148834,1380245,1,No,19,9,1
184530013,184049054,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,1,22,E,S,184529931,184770402,240472,184032356,184053146,20791,1,No,47,26,1
45946495,39660172,+,+,Interchromosomal,Yes,No,GT-GG,NonCanonicalPattern,14,4,E,S,45898719,45997014,98296,39616420,39670046,53627,1,No,15,11,1
125020111,125302253,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,2,S,E,124808961,125020149,211189,125262174,125348519,86346,5,Yes,49,12,1
1478773,1497173,-,+,Intrachromosomal,No,No,GG-GT,NonCanonicalPattern,2,5,S,S,1473200,1479228,6029,1491165,1497924,6760,1,No,3,5,1
